Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Bates, Richard",57193146896,1,"Social Sciences
Arts and Humanities
",,
"Batista, Myra",36573124600,1,"Medicine
Psychology
Neuroscience
",,
"Baumer, Anna",57226553848,1,"Biochemistry, Genetics and Molecular Biology
Environmental Science
",,
"Bausback, D.",6504164749,1,"Neuroscience
",,
"Baxley, Diann Davies",57191815133,1,"Social Sciences
Arts and Humanities
",,
"Baxter, Philip",57382771700,1,"Social Sciences
Environmental Science
",,
"Bé, Kenneth",6505790699,1,"Earth and Planetary Sciences
Environmental Science
",,
"Beauharnois, Jade M.",55758334500,1,"Biochemistry, Genetics and Molecular Biology
",,
"Beaulieu, Daniel",7005087415,1,"Social Sciences
",,
"Beck, Johanna Friedl",23020674800,1,"Chemistry
",,
"Beck, Michael",57199478897,1,"Medicine
Psychology
",,
"Beck, Michael",57199478916,1,"Psychology
Social Sciences
",,
"Becker, Jerry",7403713073,1,"Medicine
",,
"Becker, Renee Y.",57198708597,1,"Chemistry
",,
"Beecher, Amanda",19639702700,1,"Mathematics
",,
"Belcher, D.",7005984711,1,"Agricultural and Biological Sciences
",,
"Belkin, Debra K.",6602098300,1,"Psychology
",,
"Bell, Janeen T.",57207356626,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Bellamy-Campbell, Roxanne",6505694808,1,"Psychology
Arts and Humanities
",,
"Bellick, Tyler S.",57921248700,1,"Social Sciences
",,
"Benacquista, Brenda L.",6507605414,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bénéteau, C.",6505869475,1,"Mathematics
",,
"Benjamin, Rebecca",57203863044,1,"Arts and Humanities
Medicine
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
",,
"Bennett, Clinton",57222404040,1,"Social Sciences
Arts and Humanities
",,
"Bennett, Don",57190931930,1,"Environmental Science
",,
"Benvenuto, C.",6602826679,1,"Psychology
",,
"Benwell, Briana",57221096950,1,"Computer Science
Psychology
Social Sciences
",,
"Berg, Sara A.",36723776500,1,"Computer Science
",,
"Bergman, Barton",57724014800,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Berley, Marisa",57238224900,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Berman, J.",57217413823,1,"Medicine
",,
"Berman, J.",57217413825,1,"Medicine
",,
"Bernstein, Dan S.",36786925500,1,"Medicine
",,
"Bernstein, Sydna M.",7201589186,1,"Psychology
",,
"Berotti, D.",6503974008,1,"",,
"Berthaume, Barry L.J.",24498319300,1,"Psychology
Business, Management and Accounting
",,
"Best, Oscar",9233441200,1,"Social Sciences
",,
"Bettcher, Joseph",57226188196,1,"Medicine
Social Sciences
",,
"Betteridge, Cynthia",6504639370,1,"Medicine
Psychology
Neuroscience
",,
"Bharat, Somireddy Venkata",55948565600,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bhat, Meera",57200616913,1,"Social Sciences
",,
"Bhatia, Gertrude Stuchlik",23029847000,1,"Physics and Astronomy
",,
"Bialosuknia, M. Sean",57219782181,1,"Multidisciplinary
",,
"Bielass, Mary",6504143759,1,"Psychology
Medicine
Biochemistry, Genetics and Molecular Biology
Mathematics
Decision Sciences
",,
"Bienstock, Caryn R.",57036986500,1,"Social Sciences
",,
"Biernat, Kevin A.",57191562813,1,"Earth and Planetary Sciences
",,
"Bigauoette, Jean",6508011703,1,"Medicine
",,
"Biggers, Zachariah",57201335698,1,"Social Sciences
Arts and Humanities
",,
"Bird, Christine C.",57778515600,1,"Social Sciences
",,
"Birringer, Claudia",40860900400,1,"Chemistry
",,
"Bisceglio, Isabelle T.",36837446700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bishko, Donald",6506513319,1,"Engineering
Social Sciences
",,
"Bitley, Sarah",57209570539,1,"Medicine
",,
"Bittner, Wm M.",24529595500,1,"Social Sciences
",,
"Biyik, Cagri Ozkose",15756934800,1,"Social Sciences
",,
"Blanckenhorn, Wolf V.",57215451821,1,"Agricultural and Biological Sciences
Mathematics
Environmental Science
Decision Sciences
",,
"Blanco, Susana",36714891100,1,"Psychology
Medicine
",,
"Blau, Peter M.",57189170978,1,"Business, Management and Accounting
Social Sciences
",,
"Blddlecome, Sandra",36512805500,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
Medicine
Decision Sciences
",,
"Blendell, Karl A.",16445566300,1,"Psychology
",,
"Block, Eric",57556885600,1,"Agricultural and Biological Sciences
Chemistry
",,
"Block, Grant A.",57222354745,1,"Physics and Astronomy
",,
"Block, Jennifer A.",7201424456,1,"Psychology
",,
"Blomarz, Peter",56901430600,1,"Computer Science
",,
"Bo O'Connor, Brendan",57660414100,1,"Psychology
Arts and Humanities
",,
"Bo O’Connor, Brendan",57895243300,1,"Psychology
",,
"Bodansky, Steven",6508236039,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bokharee, S.",24538499800,1,"Physics and Astronomy
",,
"Boll, Mathew S.",57195547328,1,"Chemistry
Materials Science
Medicine
Social Sciences
",,
"Bologna, Michael J.",57007068300,1,"Social Sciences
Arts and Humanities
Psychology
",,
"Bomash, Gregory",57199539053,1,"Mathematics
",,
"Bonetti, Kelly A.",57219384038,1,"Materials Science
Chemistry
",,
"Bonner, Kaitlin",7003674705,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bonney, Bill",57207458892,1,"Computer Science
Social Sciences
",,
"Bonventre, E. J.",55278942100,1,"Biochemistry, Genetics and Molecular Biology
",,
"Boretti, Michele",6506682276,1,"Psychology
",,
"Borntrager, John L.",24828132900,1,"Social Sciences
",,
"Borrid, D. P.",6505494418,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Bosch, R. C.M.",57200846763,1,"Physics and Astronomy
Materials Science
",,
"Bose, Kurethara S.",36832807100,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bose, Sohini",8383975000,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Bostwick, Jeffrey",57205745488,1,"Arts and Humanities
",,
"Bourgoinv, J. C.",56917408500,1,"Engineering
Physics and Astronomy
Energy
",,
"Bowen, Brian",57225436865,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Bowen, Lara",57202192971,1,"Medicine
Nursing
",,
"Bower, Aviva",57192673222,1,"Social Sciences
",,
"Bowman, Glen D.",25948012500,1,"Psychology
Medicine
",,
"Boyd, Thomas M.",7102069630,1,"Biochemistry, Genetics and Molecular Biology
",,
"Boyer, Megan",56814389700,1,"Chemical Engineering
",,
"Bozek, Dana M.",57552358000,1,"Medicine
Social Sciences
",,
"Braddock, Kimberly L.",57219743881,1,"Business, Management and Accounting
Psychology
",,
"Brady, R.",57212735539,1,"Neuroscience
",,
"Brancat, Andrew W.",24494110700,1,"Medicine
Immunology and Microbiology
",,
"Brasileiro Lanza, Beatriz Barreto",57188547439,1,"Social Sciences
Computer Science
",,
"Brauner, Aaron",57266967400,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Breen, Mandi",57670390600,1,"Medicine
",,
"Breisch, A. R.",57407411100,1,"Earth and Planetary Sciences
Environmental Science
",,
"Brennan, Michael K.",57193889274,1,"Arts and Humanities
Psychology
Social Sciences
",,
"Brenock, Kathleen",25949236500,1,"Psychology
Medicine
",,
"Breslawski-Skubis, C.",57190103681,1,"Earth and Planetary Sciences
",,
"Brian Burke, B.",57209748153,1,"Computer Science
",,
"Bricker, David",55900315300,1,"Psychology
",,
"Brickman, T.",57189276273,1,"Mathematics
",,
"Brière, Jean François",52963150000,1,"Arts and Humanities
",,
"Briggs, A. A.",24743740500,1,"Chemistry
Physics and Astronomy
",,
"Briggs, Robert G.",57195106267,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Brisbin, L.",25949345000,1,"Agricultural and Biological Sciences
",,
"Brito, Maria",56243302300,1,"Chemistry
",,
"Britt, M. A.",57197897968,1,"Psychology
",,
"Britt, Morkis F.",57191397112,1,"Social Sciences
Psychology
",,
"Brooke, Georgia C.",57195253046,1,"Social Sciences
",,
"Brooks, Charlotte",57641112100,1,"Arts and Humanities
",,
"Brooks, Morgan L.",57207928120,1,"Neuroscience
",,
"Brown, Donald",56122077900,1,"Agricultural and Biological Sciences
",,
"Brown, H. L.",57189289014,1,"Mathematics
",,
"Brown, James A.",57195041924,1,"Psychology
Social Sciences
",,
"Brown, Langdon",55851115600,1,"Arts and Humanities
Social Sciences
",,
"Brown, Margary S.",7405381966,1,"Psychology
",,
"Brown, Natashia T.",56233953800,1,"Psychology
",,
"Brown, Robert M.",55495935900,1,"Social Sciences
",,
"Brown, S. C.",57199192349,1,"",,
"Brownell, Amanda",57203890415,1,"Arts and Humanities
Medicine
Social Sciences
",,
"Brucker, Jason J.",6603725605,1,"Immunology and Microbiology
",,
"Brundige, Robert M.",6503981255,1,"Neuroscience
Psychology
",,
"Bruni, Emily",56820019900,1,"Medicine
",,
"Bryant, E.",57224792101,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bryce, Karen",57209410321,1,"Social Sciences
",,
"Brzyski, Hillary",6503961143,1,"Medicine
",,
"Bucher, C.",57197260574,1,"Neuroscience
Immunology and Microbiology
",,
"Buckle, Leslie",36945497400,1,"Agricultural and Biological Sciences
",,
"Buckley, Sandra",57063821800,1,"Arts and Humanities
",,
"Buczkowski, Henry J.",57191395127,1,"Psychology
Social Sciences
",,
"Buerle, Stephen",56017048100,1,"Engineering
Computer Science
",,
"Bungo, Lucy",50861014900,1,"Social Sciences
",,
"Bunis, Shara L.",57010398700,1,"Chemistry
Chemical Engineering
",,
"Bunt, Richard",56962019000,1,"Medicine
Psychology
",,
"Burdick, S.",57164933600,1,"Physics and Astronomy
",,
"Burgess, Kewsi J.",57219008939,1,"Computer Science
Psychology
Social Sciences
",,
"Burgess, Robert D.",57205226813,1,"Computer Science
Social Sciences
",,
"Burk, Kevine",23054053800,1,"Multidisciplinary
",,
"Burns, K. L.",16733435100,1,"Psychology
",,
"Burns, P. G.",57196941511,1,"Psychology
Medicine
",,
"Busch, Devin B.",57224909103,1,"Biochemistry, Genetics and Molecular Biology
",,
"Busch, Evan",57205770173,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Bush, Christopher N.",7103312535,1,"Biochemistry, Genetics and Molecular Biology
",,
"Bushkin, Sheila",57199267248,1,"Medicine
Environmental Science
Social Sciences
",,
"Butler, Kevin",7202675418,1,"Medicine
",,
"Buyannemekh, Battulga",57224582588,1,"Social Sciences
Computer Science
",,
"Buytkins, Joel",35619986800,1,"Neuroscience
Pharmacology, Toxicology and Pharmaceutics
",,
"Bylina, J.",55315657000,1,"Medicine
",,
"Byran, A. M.",23072385800,1,"Chemistry
",,
"Byrd, Don",36469725200,1,"Arts and Humanities
",,
"Byrne, Bonn",7101731071,1,"Psychology
Social Sciences
",,
"Byrnes, Elyse",36661931300,1,"Arts and Humanities
",,
"Byun, Youjung",56269992300,1,"Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"C Blanchard, Duncan",24498347800,1,"Chemical Engineering
",,
"Cabrera-Sanchez, Patricia",57200418306,1,"Psychology
",,
"Caceres, Kimberly",57194380624,1,"Medicine
Social Sciences
",,
"Caggiano, Sophia",53163171300,1,"Environmental Science
",,
"Cai, Yichen",57557211800,1,"Earth and Planetary Sciences
",,
"Caklier, C. C.",23038236100,1,"Physics and Astronomy
",,
"Calabrese, Gennaro",35809973600,1,"Psychology
",,
"Calabro, John M.",7005348348,1,"Neuroscience
",,
"Callahan, Daniel M.",56965277100,1,"Social Sciences
",,
"Callahan, Jay M.",57026310600,1,"Psychology
Arts and Humanities
Medicine
",,
"Camacho, Justin",57221347439,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Campisi, Angelena N.",57812612600,1,"Earth and Planetary Sciences
Agricultural and Biological Sciences
",,
"Canary, Tina M.",37118591400,1,"Social Sciences
",,
"Canter, Robert",7004419344,1,"Biochemistry, Genetics and Molecular Biology
",,
"Cao, Zhimin",57204630036,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Capellan, Aimée",57210965706,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Caravello, Devin J.",57200207307,1,"Social Sciences
Psychology
",,
"Carbone, David A.",16451767700,1,"Social Sciences
",,
"Cardenas, Roy",57222155635,1,"Mathematics
",,
"Cardinale, Christopher J.",57223226373,1,"Earth and Planetary Sciences
",,
"Cardona, Robert",57521414500,1,"Computer Science
",,
"Carelli, Ann O’Brien",57030198900,1,"Psychology
Social Sciences
",,
"Carle, Benjamin",57224249128,1,"Mathematics
Computer Science
",,
"Carleo-Evangelist, Jordan",57223320904,1,"Medicine
",,
"Carlos, Alberto J.",57032882600,1,"Arts and Humanities
",,
"Carmel, Melissa J Sheehy",26967516700,1,"Psychology
Medicine
",,
"Caroll, Amanda Cortney",56056360000,1,"Social Sciences
Arts and Humanities
",,
"Carp, J. S.",57207551331,1,"",,
"Carpente, David O.",41860963400,1,"Medicine
Social Sciences
Environmental Science
",,
"Carpenter, David O.",57556133700,1,"Multidisciplinary
",,
"Carpenter, David O.",57556686000,1,"Environmental Science
",,
"Carpenter, David O.",57556698000,1,"Multidisciplinary
",,
"Carpenter, David O.",57557080900,1,"Multidisciplinary
",,
"Carpenter, Kenneth H.",45760986900,1,"Medicine
Social Sciences
",,
"Carpenter, Michael",36899683200,1,"Physics and Astronomy
",,
"Carr, Mairead",57211437690,1,"Social Sciences
",,
"Carrone, Kelly J.",35765029900,1,"Medicine
",,
"Carter, Cassandra G.",57195720070,1,"Medicine
",,
"Carter, Jennifer L.",57196122277,1,"Physics and Astronomy
Engineering
Mathematics
Computer Science
",,
"Case, C. J.",7103103975,1,"Agricultural and Biological Sciences
",,
"Casey, Taylor",57217059619,1,"Chemistry
",,
"Cashman, Donna M.",57193355761,1,"Medicine
Nursing
",,
"Cassidy, Lisa R.",57202455535,1,"Agricultural and Biological Sciences
",,
"Cassuto, Sherri R.",57191004236,1,"Agricultural and Biological Sciences
",,
"Castine, Sandra C.",57189652196,1,"Social Sciences
",,
"Catia, A.",16446098700,1,"Physics and Astronomy
Materials Science
",,
"Cavanaugh, Jennifer A.",56091920000,1,"Social Sciences
",,
"Cedeno, Elijah",57217671335,1,"Psychology
Medicine
",,
"Ceely, Seth G.",6505546595,1,"Psychology
",,
"Cempa, M. J.",57219298438,1,"Earth and Planetary Sciences
",,
"Centanni, Samuel W.",57217792086,1,"Biochemistry, Genetics and Molecular Biology
",,
"Center, B.",24572835200,1,"Physics and Astronomy
",,
"Ceranski, Daniel S.",16490698400,1,"Psychology
",,
"Chace, Steven",16834626700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Chaiken, Rafael",57204616905,1,"Business, Management and Accounting
Engineering
Social Sciences
Computer Science
",,
"Chaitin, M.",57081877800,1,"Physics and Astronomy
",,
"Chaize, Daniel O.",57188584959,1,"Social Sciences
",,
"Chakaraborty, Shuvam",57468510800,1,"Computer Science
",,
"Chakrapani, Subramanyan",56989127500,1,"Chemistry
",,
"Challa, Uma",16506418700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Champagne, Ryan",57224749991,1,"Social Sciences
",,
"Chan, K.",57198529718,1,"Medicine
Psychology
",,
"Chang, Chiaheng",57343176900,1,"Social Sciences
",,
"Chang, Huiching",57300588600,1,"Social Sciences
",,
"Chapin, Julie",56725214000,1,"Psychology
Medicine
",,
"Chapman, Dennis G.",57212834630,1,"Social Sciences
",,
"Charles, Harvey",57225455101,1,"Social Sciences
",,
"Charles, Stephon",57219235088,1,"Multidisciplinary
",,
"Chatakonda, Vamsee Krishna",56166469800,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Chatterjec, Gina E.",57194792400,1,"Biochemistry, Genetics and Molecular Biology
",,
"Che Hung Lee",7409616514,1,"Biochemistry, Genetics and Molecular Biology
",,
"Chean, Khoo Ting",57790402700,1,"Biochemistry, Genetics and Molecular Biology
",,
"Cheesman, Rae Ann",18834172400,1,"Medicine
",,
"Chelkov, V.",22960227800,1,"Physics and Astronomy
",,
"Chelkowski, Lisa",57208387020,1,"Social Sciences
Psychology
",,
"Chen, Alan A.",57485717300,1,"Engineering
",,
"Chen, Cheng",55792492900,1,"Social Sciences
",,
"Chen, Cheng",57194774485,1,"Social Sciences
",,
"Chen, Cuicui",57224153397,1,"Economics, Econometrics and Finance
",,
"Chen, Doris",57189603065,1,"Biochemistry, Genetics and Molecular Biology
",,
"Chen, Fan Pen Li",56173030400,1,"Arts and Humanities
Social Sciences
",,
"Chen, Fan Pen Li",57226050905,1,"Arts and Humanities
",,
"Chen, Feng",57226050784,1,"Computer Science
Social Sciences
",,
"Chen, Feng",57726879600,1,"Social Sciences
Computer Science
Decision Sciences
",,
"Chen, Jingping C.",56111426100,1,"Social Sciences
",,
"Chen, Kenneth",57203568968,1,"Social Sciences
",,
"Chen, Kuan I.",57189284476,1,"Social Sciences
",,
"Chen, Kuan I.",57221114182,1,"Social Sciences
",,
"Chen, Quin",15082155100,1,"Chemistry
",,
"Chen, Shenpo",57189465739,1,"Mathematics
Earth and Planetary Sciences
",,
"Chen, Shirley",37040256000,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Chen, William W.",56093001700,1,"Social Sciences
",,
"Chen, Xi",55739150000,1,"Chemistry
",,
"Chen, Xiaolei",22978569500,1,"Social Sciences
",,
"Chen, Yadi",57195552261,1,"Arts and Humanities
Psychology
",,
"Cheng, Julia Y.",57222026337,1,"Social Sciences
",,
"Cheng, R. J.",7201955332,1,"Medicine
",,
"Cheng, R.",57217352965,1,"Physics and Astronomy
",,
"Cheng, Yuanming",57220572193,1,"Earth and Planetary Sciences
",,
"Cheng, Yuching Julia",56208823300,1,"Social Sciences
",,
"Chengalar-Smith, Indushobha",25026840200,1,"Mathematics
",,
"Chertok, F.",6602616234,1,"Medicine
",,
"Chesbro, Haley E.",57382044400,1,"Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Mathematics
Neuroscience
Computer Science
",,
"Chesley, Camille",57217249629,1,"Social Sciences
",,
"Cheung, Emily",57204091881,1,"Biochemistry, Genetics and Molecular Biology
",,
"Chiarella, Nancy",26642361400,1,"Nursing
",,
"Chiovari, Patricia",6505539787,1,"Psychology
",,
"Chizik, Renee",6504324372,1,"Medicine
Psychology
",,
"Cho, Hyun-jin",57194770603,1,"Agricultural and Biological Sciences
Arts and Humanities
Psychology
",,
"Cho, Hyun-jin",57216754926,1,"Psychology
Medicine
",,
"Cho, Taeguen",57189551773,1,"Mathematics
",,
"Choi, Hana",57222492115,1,"Social Sciences
Computer Science
",,
"Choi, Sungah",57204423944,1,"Medicine
Arts and Humanities
",,
"Christakis, Michael N.",35261506500,1,"Social Sciences
",,
"Christensen, E. W.",57213537516,1,"Psychology
",,
"Christensen, Peter G.",57613748000,1,"Social Sciences
",,
"Christopher-Sisk, Erin K.",6506653785,1,"Psychology
",,
"Chrlstensen, E. W.",57036896400,1,"Psychology
",,
"Chun Kim, Jong",6504686078,1,"Medicine
Health Professions
Social Sciences
",,
"Chung, Ik-jae",37110774400,1,"Engineering
Medicine
",,
"Chung, Ji-woo",57221302647,1,"Neuroscience
",,
"Chung, Sung-hwan",57220059895,1,"Neuroscience
Biochemistry, Genetics and Molecular Biology
",,
"Church, Thomas W.",57213909851,1,"Social Sciences
",,
"Ciancetta, Lindsay M.",57222960466,1,"Business, Management and Accounting
Psychology
",,
"Ciborski, Sara",57192356499,1,"Social Sciences
Arts and Humanities
",,
"Cifaretti, J.",57190652854,1,"Materials Science
Chemistry
",,
"Cintrón-Gutiérrez, Luis Javier",57222133059,1,"Social Sciences
Arts and Humanities
",,
"Clalborne, Nanoy",57192039909,1,"Medicine
Health Professions
",,
"Clark, Andrew J.",57193010522,1,"Social Sciences
",,
"Clark, James F.",57224353663,1,"Mathematics
",,
"Clark, Richard D.",57188898191,1,"Medicine
Social Sciences
Psychology
",,
"Clark, Richard M.",57046128600,1,"Social Sciences
",,
"Clark, Richard M.",57191121846,1,"Social Sciences
",,
"Clarkson-Henderix, Michael",57195329812,1,"Social Sciences
Psychology
",,
"Clerico, Bethany Aery",56989966000,1,"Arts and Humanities
Social Sciences
",,
"Cleveland, William K S",15622335200,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Coats, Gwen",6701768465,1,"Psychology
",,
"Cobbett, J. W.",57190895837,1,"Physics and Astronomy
Materials Science
",,
"Coen, Timothy",6506526150,1,"Neuroscience
",,
"Cogswell, Cathy",57125900900,1,"Biochemistry, Genetics and Molecular Biology
",,
"Cohen, Bonnie Primus",14519000800,1,"Medicine
",,
"Cohen, Debra",57156779800,1,"Social Sciences
",,
"Cohen, Debra",57189165029,1,"Social Sciences
",,
"Cohen, Sara E.",57029549800,1,"Arts and Humanities
",,
"Cohen, Sarah Blacher",57191856694,1,"Arts and Humanities
Social Sciences
",,
"Cohen, Susan",55484117300,1,"Medicine
Psychology
",,
"Cohn, David M.",57024506400,1,"Medicine
Psychology
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Colarusso, Chad",36709430900,1,"Economics, Econometrics and Finance
Social Sciences
",,
"Cole, Jennifer",57206333344,1,"Psychology
Social Sciences
",,
"Cole, Rachel L.",57847084300,1,"Chemistry
Agricultural and Biological Sciences
",,
"Coleman, M. Nikki",55422489500,1,"Social Sciences
",,
"Collica, Tracy J.",6504647805,1,"Medicine
Psychology
",,
"Collins, Evans R.",35259150600,1,"Medicine
",,
"Collins, Tom M.",36920571900,1,"Social Sciences
Psychology
",,
"Colliton, Audra P.",57216250370,1,"Chemical Engineering
Chemistry
",,
"Collver, O. A.",6504735926,1,"Social Sciences
",,
"Colopy, Mary Ann",57194895501,1,"Social Sciences
",,
"Coluccio, C.",57210005004,1,"",,
"Combatti, M.",7801533923,1,"Neuroscience
",,
"Comeau, L.",55934447800,1,"Immunology and Microbiology
",,
"Comley, Robert E.",57043158500,1,"Physics and Astronomy
",,
"Cong, Pj",56354155000,1,"Chemistry
Physics and Astronomy
Materials Science
Energy
",,
"Conklin, Mary Elizabeth",56947235200,1,"Psychology
Social Sciences
",,
"Connery, M. T.",6507896948,1,"Materials Science
",,
"Conroy, Carolyn G.",25952206700,1,"Psychology
Medicine
",,
"Conway, Jack",35338884100,1,"Arts and Humanities
",,
"Coon, Justin K.",56481223100,1,"Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Cooper, Joseph M.",9036472100,1,"Environmental Science
",,
"Cooper, Lauren A.",57201898785,1,"Immunology and Microbiology
",,
"Cooper, Leigh A.",55364242100,1,"Social Sciences
Psychology
",,
"Copeland, Mokris A.",57190478928,1,"Economics, Econometrics and Finance
Social Sciences
",,
"Copertino, Emily R.",57445414200,1,"Psychology
Arts and Humanities
",,
"Corey, Catherine A.",6701576473,1,"Environmental Science
",,
"Corey, Timothy P.",55604034000,1,"Medicine
Neuroscience
",,
"Correa, Aditi",57190971384,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Corsetti, T.",57215951775,1,"Earth and Planetary Sciences
",,
"Cortes, Yahaira Nunes",57202921322,1,"Multidisciplinary
",,
"Cosentino, Nicole",57201111385,1,"Medicine
Social Sciences
",,
"Costa, Xavier Felipe",57192647541,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Costello, R.",21634002500,1,"",,
"Costello, Thomas S.",57192354853,1,"Social Sciences
",,
"Cotter, Chandra Casline",57724503400,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Couillard, Maxim H.",57367773500,1,"Earth and Planetary Sciences
",,
"Cour, Stephanie",6507531197,1,"Social Sciences
",,
"Cowan, Cailyn",57190255236,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Cozzette, Stephen N.",57215541785,1,"Biochemistry, Genetics and Molecular Biology
",,
"Craig, Randall",57191911528,1,"Social Sciences
Arts and Humanities
",,
"Craig, Randall",57195082147,1,"Arts and Humanities
",,
"Cranston, Emma",57184010200,1,"Medicine
",,
"Cranston-Cuebas, Margaret A.",6505653908,1,"Medicine
Neuroscience
",,
"Crawley, Edward J.",57197934170,1,"Psychology
Neuroscience
",,
"Creedgan, Robert F.",57190327712,1,"Social Sciences
",,
"Creegan, Obert F.",23084843600,1,"Multidisciplinary
",,
"Crisafulli, Alida",7003981825,1,"Psychology
",,
"Croasdale, Caroline",57190456625,1,"Arts and Humanities
Medicine
Social Sciences
",,
"Crom, Audrey B.",57209216217,1,"Physics and Astronomy
Materials Science
Chemistry
",,
"Cronemberger, Felipe",57203372041,1,"Medicine
Computer Science
Health Professions
Social Sciences
",,
"Cross, Phillip",35116200700,1,"Environmental Science
",,
"Crowder, Janell M.",57204124739,1,"Chemistry
Materials Science
",,
"Crowe, Elizabeth",57200726670,1,"Psychology
Social Sciences
",,
"Cuccio-Slichko, Julienne",57208907129,1,"Social Sciences
",,
"Cui, Yi",57201721551,1,"Medicine
",,
"Cumming, Duncan",46461008800,1,"Arts and Humanities
",,
"Cummings, K. M.",57213809443,1,"Nursing
Social Sciences
",,
"Cunningham, Jerry",57190054612,1,"Psychology
Arts and Humanities
",,
"Currien Smith, C.",57188909130,1,"Social Sciences
",,
"Cutler, Connie",57191099300,1,"Psychology
Social Sciences
",,
"Cutler, Tracey L.",7005150272,1,"Pharmacology, Toxicology and Pharmaceutics
",,
"D Souza, Mark",22960567200,1,"Physics and Astronomy
",,
"D Syzdek, Lawrence",55666013500,1,"Chemical Engineering
",,
"Dahl, Alyssa M.",57219701590,1,"Medicine
Nursing
",,
"Dahlstrom, Amy",57212696563,1,"Arts and Humanities
Social Sciences
",,
"Dai, Aiguo",57555926600,1,"Earth and Planetary Sciences
",,
"Dai, Linsen",57217647310,1,"Biochemistry, Genetics and Molecular Biology
",,
"Daley, Michael J.",57225678756,1,"Social Sciences
",,
"Dalton, Stephen L.",56207786700,1,"Physics and Astronomy
",,
"Dalvin, Mitchell",6505452563,1,"Biochemistry, Genetics and Molecular Biology
",,
"Daly, Salome S.",57190357495,1,"Arts and Humanities
Social Sciences
",,
"Daly, Susan S.",7101742369,1,"Medicine
Neuroscience
Psychology
",,
"D'Ambrosio, Amber",57196804423,1,"Computer Science
Decision Sciences
",,
"D'Amico, Anna",57189072552,1,"Biochemistry, Genetics and Molecular Biology
",,
"D'Angelo, Joseph",56966314000,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Danoff-Durg, Sharon",6504728415,1,"Medicine
Psychology
Social Sciences
",,
"Darougar, Layla",57765173700,1,"Social Sciences
Economics, Econometrics and Finance
",,
"Dartawan, Ricky",57861869800,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dash, Raj",35600508100,1,"Physics and Astronomy
Engineering
",,
"Dashman, Lisabeth G.",57713729600,1,"Arts and Humanities
Social Sciences
",,
"Datta, Priyadarshi",57196168974,1,"Medicine
Social Sciences
",,
"Daubenmeir, C. M.",22960615900,1,"Physics and Astronomy
",,
"Dauerer, Erin",57192195684,1,"Medicine
",,
"Dauodi, M.",6504039005,1,"Physics and Astronomy
",,
"Davenport, R.",57210005194,1,"",,
"David, A. Shub",36512970800,1,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Mathematics
Medicine
Decision Sciences
",,
"Davis, Brian S.",57199399102,1,"Social Sciences
Business, Management and Accounting
",,
