"","Author.Name","Auth.ID","Number.of.Documents","Subject.Area","Orc_ID","X"
"5460","Meng Ryan C.",57409541800,1,"Multidisciplinary
","",NA
"5461","Meng Ryan",57216735153,1,"Medicine
Immunology and Microbiology
","",NA
"5462","Mercer John",56468129900,1,"Neuroscience
Pharmacology, Toxicology and Pharmaceutics
","",NA
"5463","Merges Eileen",57191760205,1,"Medicine
Neuroscience
","",NA
"5464","Merritt Edward C.",57217682986,1,"Psychology
Medicine
","",NA
"5465","Mesiti A. J.",35248492300,1,"","",NA
"5466","Mesnick Neal",8978487300,1,"Agricultural and Biological Sciences
","",NA
"5467","Messier R. G.",7006749802,1,"Agricultural and Biological Sciences
","",NA
"5468","Messier Sheridan",57320468500,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"5469","Meyer Joseph M.",57672012400,1,"Arts and Humanities
Social Sciences
","",NA
"5470","Meyer Tricia R.",57200240714,1,"Business, Management and Accounting
Social Sciences
Decision Sciences
","",NA
"5471","Meyn Henning L.",57188791159,1,"Arts and Humanities
","",NA
"5472","Mezzapelle Jennifer L.",57891913400,1,"Psychology
","",NA
"5473","Miani Mark",55381822100,1,"Medicine
","",NA
"5474","Miao Jun",36797409400,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5475","Michael Huspek",57041679700,1,"Social Sciences
Psychology
","",NA
"5476","Michael King W.",6504557228,1,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
","",NA
"5477","Michaels Carole A.",16407559500,1,"Business, Management and Accounting
Psychology
","",NA
"5478","Michelson Nancy",25938505100,1,"","",NA
"5479","Mico Teresa Ferrer",55904006800,1,"Computer Science
Social Sciences
","",NA
"5480","Mikhaylov Vadim G.",37122421900,1,"Psychology
Medicine
","",NA
"5481","Milanese John",56659368200,1,"Arts and Humanities
Social Sciences
","",NA
"5482","Milanes-Reyes Laura M.",55509359000,1,"Social Sciences
","0000-0003-3870-1825",NA
"5483","Milford D.",7007173215,1,"Medicine
","",NA
"5484","Miller Bruce N.",57203735510,1,"Engineering
Physics and Astronomy
Chemical Engineering
","",NA
"5485","Miller Harold",57225761560,1,"Psychology
Social Sciences
","",NA
"5486","Miller Heta Maria",8671318700,1,"Psychology
","",NA
"5487","Miller Inga",57216771576,1,"Social Sciences
","",NA
"5488","Miller John",57199409699,1,"Chemistry
","",NA
"5489","Miller Michael",57688901700,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5490","Miller Tood W.",57210520014,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5491","Millis A. J.",57734922200,1,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"5492","Min Qilong",57578326000,1,"Physics and Astronomy
Chemistry
","",NA
"5493","Mindlin Melissa",15741240100,1,"Medicine
Psychology
","",NA
"5494","Miner Zachary",57224419632,1,"Arts and Humanities
Social Sciences
","",NA
"5495","Ming-Qun Xu",24383879300,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5496","Minhas Zenab",57214066512,1,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"5497","Minholz Judith L.",45561587900,1,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
","",NA
"5498","Mintz Lauri B.",7004161753,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5499","Mirsky Michael",57099523700,1,"Psychology
Agricultural and Biological Sciences
Neuroscience
","",NA
"5500","Mirzaei Mehrdad",57198791075,1,"Social Sciences
Arts and Humanities
","",NA
"5501","Mitchell J. M.",56234289300,1,"Physics and Astronomy
Engineering
","",NA
"5502","Mitchell Jennevieve",56447546400,1,"Social Sciences
","",NA
"5503","Mitchell Tracy J Berens",15064164900,1,"Social Sciences
","",NA
"5504","Mitchell Tyler A.",57476054600,1,"Immunology and Microbiology
Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
","",NA
"5505","Mitra C. K.",57195258558,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5506","Mogilski Kelly A.",6506488911,1,"Earth and Planetary Sciences
","",NA
"5507","Mohamed Nor Sabirin",16436291300,1,"Physics and Astronomy
Materials Science
","",NA
"5508","Mohammed Azad",57220047631,1,"Medicine
","",NA
"5509","Mohan A.",25950297400,1,"Agricultural and Biological Sciences
","",NA
"5510","Moheimanian Ladan",57222310881,1,"Neuroscience
","",NA
"5511","Mohsinah Arwa A.",57219017874,1,"Psychology
Social Sciences
Computer Science
","",NA
"5512","Mok T.",57200743890,1,"Immunology and Microbiology
","",NA
"5513","Mokhor Natalya",56766251600,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5514","Moloney Katherine L.",56472529900,1,"Social Sciences
","",NA
"5515","Monaco Colleen Van Cura",57202506440,1,"Social Sciences
Arts and Humanities
","",NA
"5516","Mongillo Melanie",57222341298,1,"Biochemistry, Genetics and Molecular Biology
Environmental Science
","",NA
"5517","Monroe Richard",13205269700,1,"Neuroscience
","",NA
"5518","Montario M. J.",35096431100,1,"Earth and Planetary Sciences
","",NA
"5519","Monteverde F. J.",7003411644,1,"Psychology
","",NA
"5520","Montgomery Sarah A.",57202874385,1,"Multidisciplinary
","",NA
"5521","Moon Yongchoi",57193294999,1,"Chemistry
","",NA
"5522","Moore-Dawson J.",6504624485,1,"Medicine
","",NA
"5523","Mora C.",7102104618,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5524","Moran E. Thomas",57189655323,1,"Business, Management and Accounting
Arts and Humanities
Social Sciences
","",NA
"5525","Morel Amanda",57856065000,1,"Social Sciences
","",NA
"5526","Moreno L. F.",55665899400,1,"Biochemistry, Genetics and Molecular Biology
Health Professions
Medicine
","",NA
"5527","Morere Lauren",36715491700,1,"Psychology
Medicine
","",NA
"5528","Morett Hris",57194877154,1,"Social Sciences
","",NA
"5529","Morgan Emily",57219413229,1,"Earth and Planetary Sciences
","",NA
"5530","Morgan Maryteresa",57189402008,1,"Social Sciences
","",NA
"5531","Morgan Patricia",57197978140,1,"Neuroscience
","",NA
"5532","Morgenbesser Leonard I.",56980514000,1,"Psychology
Arts and Humanities
","",NA
"5533","Moriarty Raquel",55383576900,1,"Social Sciences
","",NA
"5534","Morillo Francelina",55954036000,1,"Neuroscience
Medicine
","",NA
"5535","Morris Suzanne",36877594000,1,"Medicine
Psychology
Neuroscience
","",NA
"5536","Morris Deyoe Meghan",57190178648,1,"Social Sciences
","",NA
"5537","Morrison Sharon",7201672317,1,"Agricultural and Biological Sciences
","",NA
"5538","Morrissey Jennifer M.",57193015386,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5539","Morton Zachary",57188974047,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
","",NA
"5540","Motola Christopher",57205320501,1,"Chemistry
Chemical Engineering
","",NA
"5541","Mou Thomas W.",6604078953,1,"Medicine
Health Professions
Chemical Engineering
","",NA
"5542","Mounari John",6503848883,1,"Earth and Planetary Sciences
","",NA
"5543","Moyer S. C.",7006352125,1,"Medicine
","",NA
"5544","Mu Tianhong",57224525661,1,"Environmental Science
Chemistry
Medicine
","",NA
"5545","Mueller Gregory P.",7403127296,1,"Psychology
","",NA
"5546","Muirhead Peter P.",57188908906,1,"Social Sciences
","",NA
"5547","Muir-Knox Haley",57193382758,1,"Psychology
Social Sciences
","",NA
"5548","Mukherjee Avishek",57215610998,1,"Engineering
Computer Science
","",NA
"5549","Mulki Fawzi",34880525200,1,"Computer Science
","",NA
"5550","Mulready Deborah E.",6503900934,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5551","Mundo Jaime",57195317129,1,"Arts and Humanities
","",NA
"5552","Mungara Sai Satya Praveen",36015479700,1,"Agricultural and Biological Sciences
","",NA
"5553","Muñiz de la Peña Cristina",34971596800,1,"Psychology
","0000-0002-8665-0869",NA
"5554","Murphy Donal B.",57213811557,1,"Immunology and Microbiology
","",NA
"5555","Murphy Megan K.",35995898000,1,"Social Sciences
","",NA
"5556","Murphy Michael",57225975255,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5557","Murray Pete",56211644600,1,"Medicine
","",NA
"5558","Murray Peter",56090445500,1,"Arts and Humanities
","",NA
"5559","Murray Thomas",57213041411,1,"Engineering
","",NA
"5560","Muscatiello Neil A.",57214976947,1,"Neuroscience
","",NA
"5561","Mycek Kristina",57511965900,1,"Social Sciences
","",NA
"5562","Myderrizi Arzana",57441863100,1,"Medicine
Nursing
","",NA
"5563","Myer Glenn E.",56914032900,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
","",NA
"5564","Myer L. H.",57194672917,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5565","Myers Stephanie M.",57194893511,1,"Medicine
Social Sciences
","",NA
"5566","Naamon Paul B N",57191946871,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Social Sciences
","",NA
"5567","Nadler Ben",57209507219,1,"Arts and Humanities
","",NA
"5568","Nadler Kyle J.",57189815544,1,"Medicine
Immunology and Microbiology
","",NA
"5569","Nagar Na'ama",36056926200,1,"Social Sciences
Engineering
","",NA
"5570","Naginsky Yelena",35786410700,1,"Psychology
Neuroscience
","",NA
"5571","Nagle Earl",23039961000,1,"Physics and Astronomy
Computer Science
","",NA
"5572","Nagoaka S.",6507249126,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5573","Najuch Jessica S.",6506545290,1,"Earth and Planetary Sciences
","",NA
"5574","Nally Luke",57208252230,1,"Chemistry
Social Sciences
","",NA
"5575","Nam Jinwook",57790393300,1,"Economics, Econometrics and Finance
","",NA
"5576","Naple P.",57219341982,1,"Engineering
Earth and Planetary Sciences
","",NA
"5577","Nash Christina M.",57193915624,1,"Social Sciences
","",NA
"5578","Nash June",57189541797,1,"Arts and Humanities
Business, Management and Accounting
","",NA
"5579","Navarrot H.",57082998000,1,"Physics and Astronomy
","",NA
"5580","Neely M. Pamela",57217376574,1,"Business, Management and Accounting
Computer Science
","",NA
"5581","Neeser S.",55281766200,1,"Physics and Astronomy
","",NA
"5582","Nelder Kyrie R.",56054492500,1,"Medicine
Environmental Science
","",NA
"5583","Nelson Barry L.",57024386700,1,"Psychology
","",NA
"5584","Nelson Margaret C.",36956195100,1,"Psychology
Social Sciences
","",NA
"5585","Nelson Rebecca",57668283400,1,"Psychology
","",NA
"5586","Nelson Richard",57190637653,1,"Earth and Planetary Sciences
","",NA
"5587","Nelsona T. Connor",57194424707,1,"Earth and Planetary Sciences
","",NA
"5588","Nelson-Rigg Rachel",57248215500,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5589","Nepaulsingh Colbert",16504185100,1,"Social Sciences
","",NA
"5590","Neren Steven",16464353800,1,"Psychology
Social Sciences
","",NA
"5591","Neset Monica",6504545228,1,"Neuroscience
","",NA
"5592","Nevins Stuart",16057200300,1,"Medicine
","",NA
"5593","Newland Lori M.",57189171992,1,"Psychology
","",NA
"5594","Newman D. J.",7402964986,1,"Medicine
","",NA
"5595","Newman Donald J.",57188912278,1,"Medicine
Social Sciences
","",NA
"5596","Newman Donald J.",57189407924,1,"Social Sciences
Psychology
","",NA
"5597","Newmann Diana L.",55947256400,1,"Business, Management and Accounting
Social Sciences
","",NA
"5598","Ni Xiaoqi",57191831928,1,"Chemistry
Chemical Engineering
","",NA
"5599","Nicassio P. M.",57212851896,1,"Medicine
","",NA
"5600","Nicholas Phil",57194815357,1,"Social Sciences
","",NA
"5601","Nicholls Philip",16152471000,1,"Medicine
Social Sciences
","",NA
"5602","Nicolson T.",15132669900,1,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5603","Nielsen J. W.",57199665581,1,"Earth and Planetary Sciences
","",NA
"5604","Nienhaus Kristen",53664138700,1,"Medicine
Psychology
","",NA
"5605","Nikoloff Oliver",57189397182,1,"Medicine
Psychology
","",NA
"5606","Nilsen Jennifer",57710761000,1,"Social Sciences
Psychology
","",NA
"5607","Nirenberg Isabel Lida",57203355109,1,"Computer Science
Social Sciences
","",NA
"5608","Nishikawa Kimi C.",36954467700,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5609","Niu Li",57233111400,1,"Pharmacology, Toxicology and Pharmaceutics
Neuroscience
","",NA
"5610","Noble Corina",55645502500,1,"Medicine
Nursing
","",NA
"5611","Noel Jerry",36909203000,1,"Agricultural and Biological Sciences
","",NA
"5612","Noory Hasina",57205317741,1,"Chemical Engineering
Chemistry
","",NA
"5613","Norbury Sean",57190753856,1,"Materials Science
Physics and Astronomy
Medicine
","",NA
"5614","Norcott Amanda M.",57193254834,1,"Medicine
","",NA
"5615","Norton Thomas W.",24585255300,1,"Environmental Science
","",NA
"5616","Norton Tyler",57211340602,1,"Social Sciences
","",NA
"5617","Novak Jennifer A.",56034310700,1,"Chemistry
Computer Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","",NA
"5618","Novak Matt",55254488500,1,"Engineering
","",NA
"5619","Nowell Gregory P.",24364288900,1,"Environmental Science
Energy
Earth and Planetary Sciences
","",NA
"5620","Nuffield Joan",57190058828,1,"Medicine
Social Sciences
","",NA
"5621","Nunberg S.",6507641556,1,"Medicine
","",NA
"5622","Núñez-Cortés Yahaira",57207684048,1,"Social Sciences
Arts and Humanities
","",NA
"5623","Nurnberger Robert",57190097307,1,"Arts and Humanities
Social Sciences
","",NA
"5624","Nyman Meghan",57195630962,1,"Social Sciences
","",NA
"5625","Oba Yukiko",57225397689,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"5626","O'Brien Brittany",57195334719,1,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"5627","O’Brien Emily G.",57213164823,1,"Psychology
Arts and Humanities
","",NA
"5628","Ock Yum June",24515401500,1,"Business, Management and Accounting
Psychology
Social Sciences
","",NA
"5629","O’Connor Brendan Bo",57742982000,1,"Multidisciplinary
","",NA
"5630","O'Connor John J.",55433548000,1,"Arts and Humanities
Medicine
Social Sciences
Psychology
","",NA
"5631","O'Connor Joseph M.",55433544500,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5632","O.de Zarate-Alcarazo Lucia",57543026700,1,"Social Sciences
","",NA
"5633","O'Dea Margaret A.",7003602508,1,"Medicine
","",NA
"5634","Odess Joan",6505809745,1,"Arts and Humanities
Social Sciences
","",NA
"5635","Oforiokai Gabriel",24760700600,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
","",NA
"5636","Ofori-Oki Gabriel",15076083400,1,"Physics and Astronomy
Chemistry
Materials Science
","",NA
"5637","Oftedal Michelle C.",57224084342,1,"Agricultural and Biological Sciences
Environmental Science
","",NA
"5638","Oguinick Craig M.",16407694900,1,"Social Sciences
","",NA
"5639","Ogundimu Oludayo E.",57776584200,1,"Medicine
","",NA
"5640","O'Handle Suzanne",57188778965,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
","",NA
"5641","Ohlsen Sandra R.",25933302500,1,"","",NA
"5642","Ohnmacht Sandra",57011146500,1,"Social Sciences
","",NA
"5643","Oin Yun Wei",24307245100,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"5644","O’Keefe K. J.",57211961959,1,"Dentistry
","",NA
"5645","Oktybrysky S.",55308156000,1,"Engineering
Physics and Astronomy
Materials Science
","",NA
"5646","Oldfield Martha",55190954300,1,"Social Sciences
","",NA
"5647","O'Leary John C.",24500929800,1,"Psychology
Business, Management and Accounting
","",NA
"5648","Olexa-Andrews Michelle",18537359100,1,"Medicine
Nursing
Social Sciences
","",NA
"5649","Olheiser Erik L.",35362260000,1,"Psychology
","",NA
"5650","Oligney Andrew",57205099572,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5651","Olivares Isaura",35107656900,1,"Health Professions
Nursing
","",NA
"5652","Oliveira Alan",57710761100,1,"Social Sciences
Psychology
","",NA
"5653","Oliver Catherine",36987060300,1,"Social Sciences
","",NA
"5654","Oliver Mary Lou",15723533100,1,"Medicine
","",NA
"5655","Oliviera Alandeom W.",41561951800,1,"Social Sciences
Arts and Humanities
","",NA
"5656","Olsen Jennifer L.",55417057400,1,"Psychology
","",NA
"5657","O'Malley Christina M.",16449137900,1,"Psychology
","",NA
"5658","Omietanski G. M.",57224422114,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
","",NA
"5659","Onanuga-Islam Khadijah",57189693949,1,"Engineering
","",NA
"5660","O'Neill Shannon K.",35765865300,1,"Social Sciences
Psychology
","",NA
"5661","O'Neill Teresa",56462215000,1,"Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5662","Onstot Andrea",57209806700,1,"Medicine
Health Professions
","",NA
"5663","Onwuanaibe Urenna J.",57207355700,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"5664","Orlando Laura",57197189888,1,"Earth and Planetary Sciences
","",NA
"5665","Orrison Rebecca",57429145100,1,"Earth and Planetary Sciences
Arts and Humanities
Social Sciences
Environmental Science
Agricultural and Biological Sciences
","",NA
"5666","Ortiz-Rodriguez C.",6503974881,1,"Materials Science
","",NA
"5667","Osborne Amy M.",57211959500,1,"Chemistry
","",NA
"5668","Osborne Denise M.",57225110027,1,"Arts and Humanities
Social Sciences
","",NA
"5669","Osborne Kristina M.",24779775100,1,"Psychology
","",NA
"5670","Osborne-Oliver Kristina M.",57878380700,1,"Social Sciences
","",NA
"5671","Oser Dorian",57219512933,1,"Materials Science
Physics and Astronomy
Medicine
","",NA
"5672","O’shea Alan",57191999754,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5673","Osowski L. A.",6603496294,1,"Medicine
","",NA
"5674","O'Sullivan Katie",57194153351,1,"Social Sciences
","",NA
"5675","Otis James",57010221500,1,"Chemistry
Chemical Engineering
","",NA
"5676","Otreilly Edmund",55333296500,1,"Psychology
Neuroscience
","",NA
"5677","Ounnell John G.",57191127421,1,"Psychology
Arts and Humanities
","",NA
"5678","Owen Mary L.",7402497329,1,"Social Sciences
","",NA
"5679","Ozmat Evan E.",57552819000,1,"Medicine
Social Sciences
","",NA
"5680","P Alexander J.",57200048443,1,"Physics and Astronomy
","",NA
"5681","Pacer Emily J.",57358998200,1,"Physics and Astronomy
Chemistry
","",NA
"5682","Pagendarm Nicholas",56720349500,1,"Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
","",NA
"5683","Pagnotti V.",6602441232,1,"Earth and Planetary Sciences
","",NA
"5684","Pagnucco Nicholas",36448020700,1,"Social Sciences
","",NA
"5685","Paiewonsky Pablo",57201120321,1,"Mathematics
Earth and Planetary Sciences
","",NA
"5686","Paige Thayer J.",24570856800,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5687","Paine Scott C.",57189675456,1,"Social Sciences
","",NA
"5688","Painter George S.",57191423334,1,"Arts and Humanities
Social Sciences
","",NA
"5689","Pak H.",36926495700,1,"Physics and Astronomy
Chemistry
Chemical Engineering
","",NA
"5690","Pak H.",56250199500,1,"Chemistry
Physics and Astronomy
Materials Science
Energy
","",NA
"5691","Palmer Jillian M.",57209744584,1,"Computer Science
","",NA
"5692","Palmer Patrick",15749286200,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
","",NA
"5693","Paluh J. P.",57221334637,1,"Chemical Engineering
","",NA
"5694","Pan Rong Juinn",57146523600,1,"Earth and Planetary Sciences
","",NA
"5695","Pan Shaojie",57222358830,1,"Social Sciences
","",NA
"5696","Panariello J.",13703215600,1,"Mathematics
","",NA
"5697","Pandit Bhoomika",57489754300,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5698","Panigrahy N.",16436715800,1,"Physics and Astronomy
Materials Science
","",NA
"5699","Papalia Dana",7004281410,1,"Psychology
","",NA
"5700","Pardo Theresa A.",57556699000,1,"Computer Science
Social Sciences
","",NA
"5701","Parent Jesse",57201359044,1,"Engineering
","",NA
"5702","Parenti M.",56988952100,1,"Physics and Astronomy
","",NA
"5703","Park C. H.",57198830167,1,"Physics and Astronomy
","",NA
"5704","Park D.",55248878900,1,"Medicine
Neuroscience
Psychology
Biochemistry, Genetics and Molecular Biology
","",NA
"5705","Park Hyun-hee",57204081116,1,"Social Sciences
","",NA
"5706","Park Jihyun",57202928636,1,"Social Sciences
","",NA
"5707","Park Kyoungdon",35219246600,1,"","",NA
"5708","Park Moontae",57195144374,1,"Medicine
","",NA
"5709","Park Rosann",56273936300,1,"Earth and Planetary Sciences
","",NA
"5710","Park Shannon G.",57195550973,1,"Neuroscience
","",NA
"5711","Park Soohyun",57223401810,1,"Social Sciences
","",NA
"5712","Park Y. K.",56128605400,1,"Physics and Astronomy
","",NA
"5713","Parker Austin",57146238000,1,"Engineering
Social Sciences
Computer Science
","",NA
"5714","Parker C.",57216142194,1,"Psychology
","",NA
"5715","Parks Sophie",57768677700,1,"Social Sciences
Psychology
Computer Science
","",NA
"5716","Partyka Nicholas",54917421200,1,"Economics, Econometrics and Finance
Arts and Humanities
","",NA
"5717","Parvez Rizwan A.",6507301362,1,"Agricultural and Biological Sciences
Social Sciences
","",NA
"5718","Pasquale Rosalie K.",6603243978,1,"Social Sciences
","",NA
"5719","Patanode Patrick",15921859600,1,"Chemistry
","",NA
"5720","PATll Sonali",55991651600,1,"Veterinary
","",NA
"5721","Patnode P. P.",24557066800,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
","",NA
"5722","Patraw Jasmine M.",55612296000,1,"Social Sciences
","",NA
"5723","Patrosz Julita",38461494800,1,"Multidisciplinary
","",NA
"5724","Paty Philip S.K.",57760687000,1,"Medicine
","",NA
"5725","Pauling Monique L.",24285783100,1,"Social Sciences
Business, Management and Accounting
Psychology
","",NA
"5726","Pawlowski Emilia J.",57196940661,1,"Medicine
Immunology and Microbiology
","",NA
"5727","Pearson Chad",8054598600,1,"Business, Management and Accounting
Arts and Humanities
","",NA
"5728","Peck Kaitlin M.",55929516400,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5729","Pecorelli A.",6507861178,1,"Immunology and Microbiology
","",NA
"5730","Peddada Lorraine B.",57190364555,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5731","Peebles Thomas",57219452019,1,"Mathematics
","",NA
"5732","Pehl Alison",57476317500,1,"Immunology and Microbiology
Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
","",NA
"5733","Peirano C. M.",56703702500,1,"Earth and Planetary Sciences
","",NA
"5734","Peja Mariana",6507357833,1,"Agricultural and Biological Sciences
","",NA
"5735","Pellino Sam",57222509933,1,"Social Sciences
Computer Science
","",NA
"5736","Penalba Sonia F.",56663234100,1,"Multidisciplinary
","",NA
"5737","Penka Cindy E.",7801368560,1,"Social Sciences
","",NA
"5738","Peone J.",57224342759,1,"Chemistry
Physics and Astronomy
","",NA
"5739","Perez S.",57219340158,1,"Engineering
Earth and Planetary Sciences
","",NA
"5740","Perini R.",7003425464,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5741","Peritcone D.",22963668100,1,"Physics and Astronomy
","",NA
"5742","Perka Edward J.",55175596200,1,"Medicine
Nursing
","",NA
"5743","Perre Taylor",57402624300,1,"Medicine
","",NA
"5744","Perrodo P.",57215732417,1,"Physics and Astronomy
","",NA
"5745","Pesara Akshay Chandra",57206670837,1,"Computer Science
","",NA
"5746","Peters Theodore D.",57191098018,1,"Psychology
Business, Management and Accounting
Social Sciences
","",NA
"5747","Peterson Gregory S.",7402562951,1,"Chemical Engineering
Chemistry
","",NA
"5748","Peterson Hayley",57218107766,1,"Social Sciences
","",NA
"5749","Peterson Nicolas B.",57213279079,1,"Neuroscience
","",NA
"5750","Petitti Rose",57215574101,1,"Biochemistry, Genetics and Molecular Biology
Neuroscience
","",NA
"5751","Petricone Loni R.",56528373100,1,"Psychology
","",NA
"5752","Petriquin S.",6504109392,1,"Psychology
","",NA
"5753","Petry Greta",54783344800,1,"Social Sciences
","",NA
"5754","Petschel G.",57215990741,1,"Physics and Astronomy
Materials Science
","",NA
"5755","Pettigrew Stacy M.",57192107646,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5756","Pettinger Jill",56633000300,1,"Psychology
Social Sciences
","",NA
"5757","Pezzulo Molly C.",57210821663,1,"Medicine
","",NA
"5758","Pham Cat",57208472914,1,"Materials Science
Physics and Astronomy
Medicine
","",NA
"5759","Pham M. T.",57214047639,1,"Dentistry
","",NA
"5760","PhD Betty Zimmerberg",57191946279,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
","",NA
"5761","Phelps J.",57214508015,1,"Physics and Astronomy
","",NA
"5762","Pian Charles C.H.",23074619200,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5763","Piazza Thomas E.",24596004700,1,"Medicine
","",NA
"5764","Picinich Susan Ellen",57189529294,1,"Arts and Humanities
","",NA
"5765","Pickard L. K.",35946768500,1,"Medicine
","",NA
"5766","Pickett Marilyn",7006616171,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5767","Pierce B. Edward",57195078880,1,"Social Sciences
","",NA
"5768","Pieta B. A.",57215960252,1,"Medicine
","",NA
"5769","Pietrangelo Debra J.",6505861786,1,"Psychology
Social Sciences
","",NA
"5770","Pila Daniela",57021733600,1,"Social Sciences
","",NA
"5771","Pinder Rebecca",54412911900,1,"Agricultural and Biological Sciences
","",NA
"5772","Pinho Patricia De Santana",57213812481,1,"Social Sciences
","",NA
"5773","Piston-Hatlen Deborah",57208334633,1,"Social Sciences
Arts and Humanities
","",NA
"5774","Place Ned",56350459900,1,"Immunology and Microbiology
","",NA
"5775","Planco Lori",57211284725,1,"Multidisciplinary
","",NA
"5776","Planz Emily K.",57553751900,1,"Medicine
Social Sciences
","",NA
"5777","Pocchiari Tyler",57224121445,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5778","Podchaski Eric J.",36488452400,1,"Social Sciences
","",NA
"5779","Pogosjan Arutjun",56449146700,1,"Neuroscience
Psychology
","",NA
"5780","Pohlsander Hans A.",56409984800,1,"Arts and Humanities
","",NA
"5781","Poirier Roland",57225699514,1,"Medicine
","",NA
"5782","Pollock J.",55196698100,1,"Psychology
Medicine
","",NA
"5783","Poltie Brian M.",57217246811,1,"Computer Science
","",NA
"5784","Pomakoy Keith",57190622718,1,"Arts and Humanities
","",NA
"5785","Poon Alvin",38961957100,1,"Psychology
","",NA
"5786","Popiel Maximilian",56584249500,1,"Arts and Humanities
Social Sciences
Psychology
","",NA
"5787","Portalatin Melissa",57244916800,1,"Computer Science
Mathematics
Decision Sciences
","",NA
"5788","Porter Cornelia P.",57146480900,1,"Psychology
Social Sciences
","",NA
"5789","Porter Gerald",57191462985,1,"Psychology
Arts and Humanities
","",NA
"5790","Porter Viktoria",57451377000,1,"Arts and Humanities
","",NA
"5791","Potvin Daniel M.",6602690634,1,"Immunology and Microbiology
","",NA
"5792","Powell Lynda Watts",57000784400,1,"Social Sciences
Mathematics
","",NA
"5793","Powell Shantel",57215724791,1,"Psychology
","",NA
"5794","Power C. E.",23084238800,1,"Multidisciplinary
","",NA
"5795","Prasad J. S.",24535350700,1,"Earth and Planetary Sciences
Physics and Astronomy
","",NA
"5796","Prasad das Tara",55567599600,1,"Physics and Astronomy
Engineering
","",NA
"5797","Premo Aaron",57224908242,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5798","Prezioso Michael S.",57189176983,1,"Psychology
","",NA
"5799","Priscilla Rupa",57204183471,1,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
","",NA
"5800","Prokosch Arthur P.",6504093405,1,"Engineering
","",NA
"5801","Prosper Vera",56465923300,1,"Social Sciences
","",NA
